,title,location,price,bedroom,bathroom,area
1212,"Boni, Mandaluyong - Rosario's Female Dormitory (San Pedro)","Plainview, Mandaluyong","₱ 4,000",1, , 
1213,"Men bedspace with living room, dining room, smart tv with netflix, and wifi","B.F. Homes, Parañaque","₱ 3,000",1,2,28 m²
1214,Commonwealth QC BedSpace For Rent,"San Vicente, Quezon City","₱ 2,500",2,1, 
1215,"Bedspace for Rent in Talon Uno, Las Piñas, Metro Manila","Talon Uno, Las Piñas",Contact agent,1, , 
1216,"Lady Bedspace for Rent at West Kamias, QC","West Kamias, Quezon City",Contact agent,1,1, 
1217,Bedspace in B.F. Paranaque for Rent,"B.F. Homes, Parañaque","₱ 3,900",4,1,25 m²
1218,"Female Bedspace for rent in Plainview, Mandaluyong, Metro Manila","Plainview, Mandaluyong","₱ 3,500",5,5,250 m²
1219,"Makati female bedspace for rent (P2,500/month) Available from Dec 19, 2016","Olympia, Makati","₱ 3,650",2,1,30 m²
1220,"For rent Dormitories Makati: P2,950/month near McKinley, BGC & The Fort","Rizal, Makati","₱ 3,000",1,2,50 m²
1221,Lady Bedspace in Makati for Rent,"Valenzuela, Makati","₱ 3,900",1,1, 
1222,"Lady Bedspace for Rent, Hulo, Mandaluyong","Hulo, Mandaluyong","₱ 2,500",1,1, 
1223,Safe and Well-maintained Bedspace for male and female,"Paco, Manila","₱ 3,500",28, , 
1224,"Bedspace in Casa Regina Ladies Dormitory for Rent, Manila","Sampaloc, Manila","₱ 4,950",1,1, 
1225,"Female Bedspace at Ridgewood Towers, Makati","Pembo, Makati","₱ 3,800",1,1, 
1226,"For rent Bedspace for Male w/ Free WiFi and Netflix in Malibay, Pasay","Malibay, Pasay","₱ 3,500",1,1,40 m²
1227,"Bedspace for Females (Upper Bed) in Ortigas CBD, Pasig","Ortigas CBD, Pasig","₱ 5,000",1,1, 
1228,Bedspace for rent (Ladies Only) at Las Piñas,"Pamplona Tres, Las Piñas","₱ 2,000",2, , 
1229,Lady Bedspace for Rent in Manila,"Santa Cruz, Manila","₱ 3,150",1,1, 
1230,"Ladies Bedspace for Rent near SM North Edsa and Trinoma, QC","Project 6, Quezon City","₱ 2,300",1,1, 
1231,"Studio Apartment for Rent in Pasig, San Miguel, Employees Village for 5K a month","San Miguel, Pasig","₱ 5,000",1,1,22 m²
1232,Makati Loft type room with Kitchen and CR in 1161 Batangas St Pio del Pilar Mkt,"Pio Del Pilar, Makati","₱ 15,000",1,1,30 m²
1233,"2-Bedroom Apartment for Lease in Palanan, Makati","Palanan, Makati","₱ 30,000",2,1, 
1234,"Promo! 3,500/bed Smart Studios Dorm walking distance to BGC/Kalayaan","West Rembo, Makati","₱ 3,500",1,1,15 m²
1235,"2 bedroom apartment unit for rent in Ermita, Manila, Metro Manila","Ermita, Manila","₱ 20,000",2,2,60 m²
1236,"Semi-Furnish 1 bedroom Apartment for Rent  in Sta. Ana, Manila","Santa Ana, Manila","₱ 12,500",1,1,18 m²
1237,Bed space for female,"Pasay Rotonda, Pasay","₱ 3,150",1,1,25 m²
1238,Hotel in Makati for lease,"Santa Cruz, Makati",Contact agent,40,40, 
1239,"Studio Apartment For Rent, Godet stree Baranggay Lapaz, makati City","La Paz, Makati","₱ 8,000",1,1,15 m²
1240,Room for rent in Makati -Taguig,"Pinagsama, Taguig","₱ 2,500",1,1,35 m²
1241,"Male Condo Sharing at MMC House Condominium, Makati","Pio Del Pilar, Makati","₱ 3,745",1,1,30 m²
1242,"Female Bedspace in Catalina Subdivision for Rent, Pasig","Rosario, Pasig","₱ 2,100",1,1, 
1243,Dormitory in Makati - Room and Bedspace for Rent,"Guadalupe Nuevo, Makati","₱ 2,700",1, ,600 m²
1244,Units of 1 Bedroom Apartments Available For Rent,"Alabang, Muntinlupa","₱ 15,000",1,1,34 m²
1245,Studio-Type Apartment for Rent with Wifi in  Brgy Palingon  Tipas Taguig City,"Palingon, Taguig","₱ 5,500",1,1,15 m²
1246,"Apartment Room for rent in Tejeros, Makati City, Metro Manila","Tejeros, Makati",Contact agent,1,1,20 m²
1247,Ladies Dorm Bedspace Ortigas Galleria Shaw Tiendesitas Eastwood Pasig,"Rosario, Pasig","₱ 2,100",15,11,350 m²
1248,Apartment for Rent / House for Rent,"Pinagsama, Taguig","₱ 20,000",2,1,50 m²
1249,Male bedspace in C5 Taguig near Mckinley hill BGC Market Market,"Pinagsama, Taguig","₱ 2,500",1,1, 
1250,"Apartment for rent in Camarin, Caloocan","Camarin, Caloocan","₱ 5,500",1,1,20 m²
1251,"1 Bedroom Apartment for rent in Ermita, Metro Manila","Ermita, Manila","₱ 25,000",1,1,24 m²
1252,Staff House for Rent in Manila Malate (Good for Chinese Staff House),"Malate, Manila",Contact agent,52,52,1332 m²
1253,Room for rent at Villa Cuana Phase 1,"Pinagbuhatan, Pasig","₱ 2,500",4,2,25 m²
1254,Studio Type Room located at Balagtas st corner San Nicolas st Guadalupe Nuevo,"Guadalupe Nuevo, Makati","₱ 6,500",1,1,9 m²
1255,"Wanted Lady Bedspacer for rent in Santo Niño, Parañaque City","Santo Niño, Parañaque","₱ 2,500",1,1,12 m²
1256,"2 Bedroom Apartment for Rent in Luzon Ave., Quezon City Philippines","Veterans Village, Quezon City","₱ 7,000",2,1,30 m²
1257,Condo room sharing for rent at Suntrust Treetop Villas,"Hulo, Mandaluyong","₱ 10,000",2,1,32 m²
1258,Male bedspace for rent in Caloocan South area,"Bagong Silang, Caloocan","₱ 2,000",2,2,300 m²
1259,"Transient/Guest Room (D) for Rent in Casablanca Manila Guesthouse, Quezon City","Tandang Sora, Quezon City","₱ 2,200",1, , 
1260,Staycation at your cozy room away from home,"Highway Hills, Mandaluyong","₱ 1,500",1,1, 
1261,"Female bedspace for rent Project 8, Quezon City","Project 8, Quezon City",Contact agent,1,1,24 m²
1262,"For Rent: MyTown Hong Kong 4-Bed Sharing Furnished Unit in West Rembo, Makati | near ...","West Rembo, Makati","₱ 4,400",1,1, 
1263,"For Rent: MyTown Paris Bed Sharing Furnished Unit with Amenities in Pembo, Makati | n...","Pembo, Makati","₱ 8,000",1,1, 
1264,For Rent: MyTown Auckland Corporate Staff Housing with Condo-style Amenities in Pinag...,"Pinagkaisahan, Makati","₱ 4,760",1,1, 
1265,"For Rent: MyTown Amsterdam 4-Bed Sharing Furnished Unit in Pitogo, Makati | near 32nd...","Pitogo, Makati","₱ 4,760",1,1, 
1266,"For Rent: MyTown Tokyo 4-Bed Sharing Furnished Unit in Pitogo, Makati | near 32nd St....","Pitogo, Makati","₱ 4,300",1,1, 
1267,Modern 3 Bedroom Apartment for Rent in Quezon city,"Project 6, Quezon City","₱ 30,000",3,2,120 m²
1268,"Room for Rent in 3rd flr near IBP Rd. & Litex Rd., QC","Payatas, Quezon City","₱ 6,000",2,2,120 m²
1269,Condo Unit in Mandaluyong 2 Bedrooms (Optional: Rent whole unit or one bedroom),"Barangka Ilaya, Mandaluyong","₱ 15,000",2,2,88 m²
1270,Tejeron santa ana 2 bedroom apartment for rent,"Santa Ana, Manila","₱ 16,000",2,1,60 m²
1271,"Room for Rent in Malate, Manila  near Taft (DLSU, St. Scho, PWU, PCU, Adamson)","Malate, Manila","₱ 5,500",1,1,12 m²
1272,"apartment for lease in padre algue street, tondo manila","Tondo, Manila","₱ 16,000",2,1,45 m²
1273,1 Bedroom Apartment For Rent in Mandaluyong,"Old Zañiga, Mandaluyong","₱ 13,000",1,1,43 m²
1274,Apartment for Rent at Robbinsdale,"Doña Imelda, Quezon City","₱ 25,000",1,1,24 m²
1275,Studio Apartment for Rent nr Eastwood and Cubao (O-FCPV-JP-002) in Quezon City,"Bayanihan, Quezon City","₱ 8,000",1,1,18 m²
1276,"4 Beds Sharing - P30,000/Month - Residences at Commonwealth by Century","Batasan Hills, Quezon City","₱ 30,000",1,1,48 m²
1277,Lady Bedspacer in Tandang Sora QC,"Tandang Sora, Quezon City","₱ 2,200",1, , 
1278,Condosharing condo sharing McKinley Hill BGC bonifacio heights condominium,"Fort Bonifacio, Taguig","₱ 4,500",1,1,35 m²
1279,Room for Rent studio type with metal loaf bed,"Talipapa, Caloocan","₱ 7,000",1,1, 
1280,"Anuva Residences - Brand New 4 bed-Sharing Unit in Alabang, Muntinlupa","Cupang, Muntinlupa","₱ 18,000",1,1,24 m²
1281,For Rent: Newly Renovated 2 Bedroom Apartment in Taguig St. Makati City,"Valenzuela, Makati","₱ 23,100",2,2,90 m²
1282,San Juan MM 1 Bedroom /1 bath SAFE GATED COMMUNITY,"Pedro Cruz, San Juan","₱ 10,000",1,1,23 m²
1283,1 Bedroom 30 sqm Apartment For Rent,"Veterans Village, Quezon City","₱ 12,000",1,1,30 m²
1284,Capsule Room for Rent Budget Bedspace With Privacy in Quezon City near Sm North,"Veterans Village, Quezon City","₱ 2,000",1,1,5 m²
1285,"House for Rent in 9 Danupra St. Proj. 7, Veterans Village Quezon City","Veterans Village, Quezon City","₱ 98,000",3,2,220 m²
1286,1 Bedroom Apartment with Loft,"Almanza Uno, Las Piñas","₱ 6,000",1,1, 
1287,"For Rent: 2 Storey Apartment in San Isidro Subdivision Pamplona Uno, Las Piñas","Pamplona Uno, Las Piñas","₱ 9,000",2,1,60 m²
1288,2 Bedroom 1 Toilet and Bath - Makati (maximum 6 persons) for rent,"Pio Del Pilar, Makati","₱ 18,000",2,1,49 m²
1289,Looking for Bedspacer (Any pref) at Stamford Executive Residences - Mckinley,"McKinley Hill, Taguig","₱ 5,666",1, , 
1290,"Male Bedspace at Bonifacio Residences for Rent, Mandaluyong","Plainview, Mandaluyong","₱ 3,500",1,1, 
1291,Aspen tower big apartment @Alabang Manila for rent,"Alabang, Muntinlupa","₱ 120,000",3,4,200 m²
1292,Looking for Bedspacer (Any pref) at Stamford Executive Residences - Mckinley,"McKinley Hill, Taguig","₱ 5,666",1, , 
1293,Bedspacer @ The Pearl Place Condo Pasig City Ortigas Center CBD area,"San Antonio, Pasig","₱ 7,950",2,2,48 m²
1294,"2 bedroom apartment for rent in 40 - 14th Avenue, Murphy Quezon City","Socorro, Quezon City","₱ 20,000",2,1,100 m²
1295,Studio Condo Apartment for Rent in Alabang near Northgate Filinvest,"Cupang, Muntinlupa","₱ 8,500",1,1,25 m²
1296,4 Bedroom Apartment Unit for Rent in La Loma Quezon City,"N.S. Amoranto, Quezon City","₱ 45,000",4,4,135 m²
1297,"Bedspace for Rent along University Belt, Manila","Sampaloc, Manila",Contact agent,1,1, 
1298,Bedspace in sta mesa near sm,"Santa Mesa, Manila","₱ 3,000",2,1, 
1299,"Room for Rent Good for Two Persons at Parkview Homes, Brgy. SunValley, Parañaque","Sun Valley, Parañaque","₱ 6,000",1,1,100 m²
1300,"Townhouse for Rent at Embassy Terrace Homes near UP, Ateneo and Katipunan","Congressional Avenue, Quezon City","₱ 27,000",2,2,125 m²
1301,"Studio Type Apartment in San Rafael, Pasay","San Rafael, Pasay","₱ 6,100",1,1,20 m²
1302,"LADIES Bed space Torre Lorenzo for Rent, Room for Rent Manila, Rentals Manila","Malate, Manila","₱ 5,000",2,1,40 m²
1303,"Studio type for Rent @ U.P. Village, For single occupancy...","Diliman, Quezon City","₱ 12,000",1,1,20 m²
1304,Lady Bedspace in Don Antonio Heights,"Holy Spirit, Quezon City","₱ 1,600",1,1, 
1305,"Male Bedspace in Flair Tower, Highway Hills, Mandaluyong","Highway Hills, Mandaluyong","₱ 4,250",1,1, 
1306,Amaia Skies Cubao 1 bedroom unit good for 4-6pax,"Cubao, Quezon City","₱ 25,000",1,1, 
1307,Up and Down Apartment for Rent at Fairmont Park,"Fairview, Quezon City","₱ 8,000",2,1, 
1308,Apartment With Parking Near Ayala Terraces Fairview,"Novaliches, Quezon City","₱ 13,000",2,1,80 m²
1309,"Studio type rooms for rent at UP Village, Quezon City","Diliman, Quezon City","₱ 10,000",1,1, 
1310,"Brand new 1 br fully furnished apartment near CBD, San Antonio, Makati","San Antonio, Makati","₱ 25,000",1,1,27 m²
1311,"Apartment for rent in ortigas, Oranbo, Pasig, Metro Manila","Ugong, Pasig",Contact agent,3,2,25 m²
1312,2 Bedrooms for rent!,"Maharlika Village, Taguig","₱ 25,000",2,1,100 m²
1313,"Condo Sharing / Bed space for rent in City Residences, Mandaluyong City","Bagong Silang, Mandaluyong","₱ 4,000",2,1,49 m²
1314,"Storage/Stockroom at San Antonio Village, Makati City for rent","San Antonio, Makati","₱ 20,000",1,1, 
1315,For ren Apartment unit at Afpovai phase 3,"Western Bicutan, Taguig","₱ 15,000",2,1,40 m²
1316,"For Rent Apart. @ St. Dominic 5, Tandang Sora, Quezon City","Tandang Sora, Quezon City","₱ 18,000",2,1,35 m²
1317,Condo Sharing at The Pearl Place 1 Bed Available (MALE ONLY),"San Antonio, Pasig","₱ 8,000",1,1,24 m²
1318,10 Bedroom 3 story Building for Rent in Pilar Village Las Piñas,"Pilar, Las Piñas","₱ 120,000",10,10,480 m²
1319,Studio Daily in Sta Cruz Manila fiber Fast WIFI near San Lazaro LRT Tayuman DOH,"Santa Cruz, Manila",Contact agent,1,1,14 m²
1320,Wanted: Lady Bedspacer in Sto. Niño Parañaque City,"Santo Niño, Parañaque","₱ 2,500",1,1,12 m²
1321,"Mini Studio Type For Rent in Commonwealth, Quezon City","Commonwealth, Quezon City","₱ 5,000",1,1,14 m²
1322,"Capsule Type Room for Rent in East Rembo, Makati City near BGC","East Rembo, Makati","₱ 2,000",1,1, 
1323,"Two Bedroom Apartment for rent near Metro-Point Station, Pasay","San Roque, Pasay","₱ 15,000",2,1,38 m²
1324,1 bedroom villa/apartment for Rent,"Putatan, Muntinlupa","₱ 15,000",1,1,26 m²
1325,Apartment for rent in Caloocan,"Grace Park East, Caloocan","₱ 8,000",1,1,55 m²
1326,"For Rent 1BR Apartment near Muntinlupa SM, Lyceum, Hall of Justice, Pepsi, LTO","Tunasan, Muntinlupa","₱ 6,500",1,1,23 m²
1327,Room for Rent Pasay City / Buendia Call us Now!,"San Isidro, Pasay","₱ 6,000",2,1, 
1328,Condo Sharing at Eton Tower Makati for rent,"Legazpi Village, Makati","₱ 11,000",1,1,22 m²
1329,"Apartment bungalow semi furnish for rent in BF Resort Village, Las Piñas City","Talon Dos, Las Piñas","₱ 13,500",1,1,850 m²
1330,Near Taguig 3 Bedreom Newly Refurbished,"Ususan, Taguig","₱ 30,000",3,2,50 m²
1331,Aircon Capsule Room for Rent in Pio del Pilar Makati City- near Ayala & Buendia,"Pio Del Pilar, Makati","₱ 4,950",1,1, 
1332,1 Bedroom Apartment For Rent with Car Park Pasig manggahan,"Manggahan, Pasig","₱ 11,000",1,1,35 m²
1333,2 Bedroom Apartment for rent near BGC Market Market SM Aura McKinley Hill Makati,"Rizal, Makati","₱ 13,000",2,1,40 m²
1334,"For Rent: 2 Bedroom Apartment for Rent at Tandang Sora Avenue, Quezon City","Culiat, Quezon City","₱ 15,000",2,1,70 m²
1335,"For Rent: Furnished Studio Unit at The Celerio, Tejeros, Makati City","Tejeros, Makati","₱ 14,000",1,1,23 m²
1336,"K1 Teresita Room for Rent in Kapitolyo, Pasig","Kapitolyo, Pasig","₱ 8,500",1,1, 
1337,2 Bedroom Apartment for Rent in Makati near BGC,"Fort Bonifacio, Taguig","₱ 60,000",2,2,95 m²
1338,Room For Rent Studio Unit For Couple Only Fully Furnished in Makati near BGC,"East Rembo, Makati","₱ 7,000",1,1,20 m²
1339,"3 floor apartment building, at Fort Bonifacio,10mins from BGC, beside Mckinley","Western Bicutan, Taguig","₱ 160,000",6,6,450 m²
1340,Taguig apartment with car parking space and internet for rent near bgc and arca,"Lower Bicutan, Taguig","₱ 16,000",2,1,42 m²
1341,"Bare Studio-Type Room For Rent (1-2 pax) - BG Residences 2 - 10,500PHP, Pasay","Villamor Air Base, Pasay","₱ 10,500",1,1,22 m²
1342,Bedspace for rent at California Garden Square,"Highway Hills, Mandaluyong","₱ 3,000",2,2, 
1343,"Apartment for Rent - Studio Type at Pamplona Tres, Las Piñas","Pamplona Tres, Las Piñas","₱ 8,000",1,1, 
1344,Apartment studio type for rent at Pamplona park subdivision,"Pamplona Dos, Las Piñas","₱ 10,000",1,1,18 m²
1345,Apartment for Rent in BF Resort Village,"Talon Dos, Las Piñas","₱ 22,000",2,2,180 m²
1346,"Apartment for Rent Caloocan near Quirino Hw & Mindanao Avenue, QC","Talipapa, Caloocan","₱ 6,500",2,1,32 m²
1347,"For Rent: Kalayaan House near BGC in South Cembo, Makati","South Cembo, Makati","₱ 130,000",5,4,110 m²
1348,For Lease: 6-Storey Modern-Looking Dormtel,"Guadalupe Nuevo, Makati","₱ 1,300,000",55, , 
1349,Brand New Studio Unit for Rent @ P10500 monthly,"Plainview, Mandaluyong","₱ 10,500",1,1,22 m²
1350,"1-Bedroom Apartment for Rent in Pembo, Makati City","Pembo, Makati","₱ 14,000",1,1,25 m²
1351,Bedspace For Rent in Makati. Looking For Tenants!,"San Isidro, Makati","₱ 4,000",6,1,35 m²
1352,Jrich La Rossa Apartment For Rent in Quezon City,"Diliman, Quezon City","₱ 25,000",1,1,25 m²
1353,"One Bedroom unit for Rent in Project 7, QC","Veterans Village, Quezon City",Contact agent,1,1,15 m²
1354,Worker Staff House For Rent in Pasig with 16 Rooms,"Kapitolyo, Pasig","₱ 68,000",16, , 
1355,"Apartment bungalow semi furnish for rent in BF Resort Village, Las Piñas City","Talon Dos, Las Piñas","₱ 13,500",1,1,850 m²
1356,Near Taguig 3 Bedreom Newly Refurbished,"Ususan, Taguig","₱ 30,000",3,2,50 m²
1357,"For Rent 1BR Apartment near Muntinlupa SM, Lyceum, Hall of Justice, Pepsi, LTO","Tunasan, Muntinlupa","₱ 6,500",1,1,23 m²
1358,Condo Sharing at Eton Tower Makati for rent,"Legazpi Village, Makati","₱ 11,000",1,1,22 m²
1359,Room for Rent Pasay City / Buendia Call us Now!,"San Isidro, Pasay","₱ 6,000",2,1, 
1360,Bedspace for Ladies with Free WiFi & Electric Stove,"Quirino 2-B, Quezon City","₱ 4,000",1,1,30 m²
1361,"For Rent 17 sq. m. Boarding House near SM Fairview Fairview, Quezon City","Novaliches, Quezon City","₱ 6,000",1,1,15 m²
1362,80 sqm Room for Rent in Manila - FMRR Realty & Devt. Corp.,Manila,"₱ 45,000",1,1,80 m²
1363,Newly Renovated 1 Bedroom Unit in Pasay,"Libertad, Pasay","₱ 10,000",1,1,23 m²
1364,Dormitory for Ladies in Makati for Rent,"San Antonio, Makati","₱ 6,000",25,50,15 m²
1365,Hotel in Makati for lease,"Santa Cruz, Makati",Contact agent,40,40, 
1366,"Lady Bedspace for Rent, Makati","Kasilawan, Makati","₱ 3,500",1,1, 
1367,"Apartment Room for rent in Tejeros, Makati City, Metro Manila","Tejeros, Makati",Contact agent,1,1,20 m²
1368,"For Rent: Furnished Studio Unit at The Celerio, Tejeros, Makati City","Tejeros, Makati","₱ 14,000",1,1,23 m²
1369,"1 Bedroom for Rent in Makati, Nice & Safe, Near Circuit Mall, PRC, J P Rizal","Tejeros, Makati","₱ 11,000",1,1,30 m²
1370,"For Rent: Unfurnished Studio with Balcony at The Celerio, Tejeros, Makati City","Tejeros, Makati","₱ 12,500",1,1,23 m²
1371,"For Rent: Unfurnished Studio Unit at The Celerio, Tejeros, Makati City","Tejeros, Makati","₱ 11,000",1,1,23 m²
1372,2br 1br studio for rent sta ana manila with parking,"Santa Ana, Manila","₱ 14,500",2,1,40 m²
1373,Lady Bedspace at Western Bicutan Taguig,"Western Bicutan, Taguig","₱ 2,000",10,2,527 m²
1374,For Rent Bedspace for Ladies in AFPOVAI Fort Bonifacio in Western Bicutan Taguig,"Western Bicutan, Taguig","₱ 2,000",5,4,190 m²
1375,"Modern Studio Unit available now !!! - Only Php14,500","Western Bicutan, Taguig","₱ 14,500",1,1,20 m²
1376,"Room for Rent in Teachers Village, Quezon City","Teachers Village West, Quezon City","₱ 8,000",1,1,20 m²
1377,"20sqm 1 Bedroom Apartment unit for Rent Tagpos, Binangonan, Rizal","Tagpos, Binangonan","₱ 5,200",1,1,20 m²
1378,Affordable BedSpace near Pureza LRT,"Santa Mesa, Manila","₱ 3,750",12,8,300 m²
1379,Apartment 10 with 2 Bedrooms,"Bayanan, Muntinlupa","₱ 7,500",2, , 
1380,Aircon Room with WIFI for rent to Lady Bedspacers in Novaliches,"Nagkaisang Nayon, Quezon City","₱ 1,500",2,2,35 m²
1381,"Apartment for rent in Lazaro Subd. Damong Maliit Novaliches, Quezon City","Nagkaisang Nayon, Quezon City","₱ 5,000",2,1,40 m²
1382,Female Bedspace for Rent in Las Pinas,"Pamplona Uno, Las Piñas","₱ 2,500",4,4,13 m²
1383,"For Rent: 2 Storey Apartment in San Isidro Subdivision Pamplona Uno, Las Piñas","Pamplona Uno, Las Piñas","₱ 9,000",2,1,60 m²
1384,"Rent a apartment, Las Pinas, National Capital Region, Metro Manila","Pilar, Las Piñas","₱ 50,000",4,4,130 m²
1385,Studio Condo for Rent near SM Fairview Novaliches Quezon City,"Kaligayahan, Quezon City","₱ 6,000",1,1,24 m²
1386,Architecturally designed 2 bedroom apartment in Malvar Batangas,"Luta Del Norte, Malvar","₱ 10,000",2,1,60 m²
1387,3BR 3TB with Attic Duplex Apartment for rent in BF Resort Las Pinas,"Talon Dos, Las Piñas","₱ 30,000",3,3,120 m²
1388,"Apartment for Rent BF Resort Las Pinas in Talon Dos, Las Piñas","Talon Dos, Las Piñas","₱ 25,000",3,2,250 m²
1389,3 Bedroom Apartment For Rent at Las Pinas,"Talon Dos, Las Piñas","₱ 25,000",3,2,90 m²
1390,BFRV Solo Room for Female ( Locals Only ),"Talon Dos, Las Piñas","₱ 5,500",1,1,12 m²
1391,"For Rent Lady Bed Space at BFRV Talon Dos, Las Piñas City","Talon Dos, Las Piñas","₱ 4,500",1,1,50 m²
1392,Studio Unit for Young Couples in Las Pinas City,"Talon Dos, Las Piñas","₱ 6,500",1,1,16 m²
1393,BF Resort Village Solo Room for Local Female For Rent,"Talon Dos, Las Piñas","₱ 5,500",1,1,10 m²
1394,"Apartment bungalow semi furnish for rent in BF Resort Village, Las Piñas City","Talon Dos, Las Piñas","₱ 13,500",1,1,850 m²
1395,Apartment for Rent in BF Resort Village,"Talon Dos, Las Piñas","₱ 22,000",2,2,180 m²
1396,BF Resort Village Solo Room for rent ( For Local Female Only ),"Talon Dos, Las Piñas","₱ 5,500",1,1,10 m²
1397,Solo Room for Rent at BF Resort Village Las Pinas,"Talon Dos, Las Piñas","₱ 5,500",1,1,10 m²
1398,"Residential space for rent in Las Pinas, Metro Manila","Talon Dos, Las Piñas","₱ 60,000",3,2,160 m²
1399,Apartment studio type for rent,"Pamplona Dos, Las Piñas","₱ 9,000",1,1,20 m²
1400,3 bedrooms 3 storey townhouse for rent in Las Piñas,"Pamplona Dos, Las Piñas","₱ 25,000",3,2,70 m²
1401,Apartment studio type for rent at Pamplona park subdivision,"Pamplona Dos, Las Piñas","₱ 10,000",1,1,18 m²
1402,Apartment studio type las pinas,"Pamplona Dos, Las Piñas","₱ 9,000",1,1,18 m²
1403,Studio type Apartment Las Pinas,"Pamplona Dos, Las Piñas","₱ 8,000",1,1,18 m²
1404,"Brand New Apartment for Rent Karuhatan, Valenzuela City SM Fatima","Karuhatan, Valenzuela","₱ 9,000",1,1,20 m²
1405,"Studio Apartment for Rent at Karuhatan, Valenzuela City","Karuhatan, Valenzuela","₱ 5,500",1,1, 
1406,2-storey apartment for rent,"Aniban I, Bacoor","₱ 18,000",2,2,100 m²
1407,1 Bedroom Apartment in Montalban,"San Isidro, Rodriguez","₱ 6,000",1,1, 
1408,The Alvendia By Rockwell 3 Bedrooms For Rent in San Juan City,"Santa Lucia, San Juan","₱ 85,000",3,4,278 m²
1409,"Townhouse For Rent 3 Bedrooms, 2 T&B, 1 Car Garage Covered in Pilar Village","Pilar, Las Piñas","₱ 20,000",3,2,140 m²
1410,10 Bedroom 3 story Building for Rent in Pilar Village Las Piñas,"Pilar, Las Piñas","₱ 120,000",10,10,480 m²
1411,10 Bedroom Aprtment for Rent in Pilar Village,"Pilar, Las Piñas","₱ 200,000",10,10, 
1412,5-Bedroom with 3 T&B apartment for rent,"Pilar, Las Piñas","₱ 60,000",5,3,179 m²
1413,"Studio Unit - 2C for lease at Pilar Village, Las Piñas","Pilar, Las Piñas","₱ 16,000",1,1,32 m²
1414,2bedroom 1T&B Townhouse Amparo Subd.,"Amparo, Caloocan","₱ 12,000",2,1,50 m²
1415,Bedspace for Rent in Capitol Park Homes 2,"Camarin, Caloocan","₱ 2,000",5,2, 
1416,Las Pinas Studio Apartment For Rent,"Talon Singko, Las Piñas","₱ 5,500",1,1,15 m²
1417,"For Rent Bedspace Boarding House at Putatan, Muntinlupa","Putatan, Muntinlupa","₱ 1,300",10,4,500 m²
1418,1 bedroom villa/apartment for Rent,"Putatan, Muntinlupa","₱ 15,000",1,1,26 m²
1419,Fully Furnished One Bedroom Apartment for Rent in 927 Saint Valenzuela FloodFree,"Malinta, Valenzuela","₱ 14,000",1,1,30 m²
1420,Apartment for Rent: Malinta (McArthur Hwy)Valenzuela City(with garage),"Malinta, Valenzuela","₱ 11,000",2,2,50 m²
1421,"Apartment for Rent Bacoor,Cavite","San Nicolas I, Bacoor","₱ 6,500",2,1,39 m²
1422,Room For Rent Near SM Bacoor (Ladies Only),"P.F. Espiritu V, Bacoor","₱ 5,000",6,4, 
1423,Studio Type Apartment in Alabang for Rent,"Almanza Dos, Las Piñas","₱ 8,000",1,1,11 m²
1424,"Orange Suites Serviced Apartments  Almanza Dos, Las Pinas City","Almanza Dos, Las Piñas","₱ 8,000",1,1,14 m²
1425,"Fully furnished rooms with FREE WiFi for only P7,500! Move In now!","Almanza Dos, Las Piñas","₱ 7,500",1,1,11 m²
1426,"Apartment for Rent in Alabang for P15.5k, 2 Bedrooms. near Northgate & ATC","Almanza Dos, Las Piñas","₱ 15,500",2,1,40 m²
1427,Alabang Dormitories: First Month Free near ATC & Northgate,"Almanza Dos, Las Piñas","₱ 5,300",1,1,40 m²
1428,"commercial/ residential space - tanay, rizal for rent","Tabing Ilog, Tanay","₱ 10,000",1,1,90 m²
1429,"1 Bedroom Apartment For Rent in Sumilang Subdivision, Valenzuela City","Dalandanan, Valenzuela","₱ 6,000",1,1,30 m²
1430,Unfurnished Townhouse for Rent in Bacoor ( Staff House),"Real II, Bacoor","₱ 7,000",1,1,66 m²
1431,"2 Bedroom apartment with garage in Serrano Subdivision Marulas, Valenzuela","Marulas, Valenzuela","₱ 18,000",2,1,54 m²
1432,New 4 Units Apartment for Rent SM Fairview & Ayala Land Terraces Q.C.,"Camarin, Caloocan","₱ 16,000",2,1,60 m²
1433,Lady Bedspacer Deparo Caloocan,"Deparo, Caloocan","₱ 1,600",1,1, 
1434,Bare Apartment for rent,"Tunasan, Muntinlupa","₱ 8,500",2,1,40 m²
1435,"Lady Bedspace for rent in Bacoor, Cavite","Habay II, Bacoor","₱ 1,500",1,1, 
1436,Semi Furnished Townhouse Apartment For Rent In Bacoor (Staffhouse),"Real II, Bacoor","₱ 8,800",1,1,66 m²
