,Description,Type,location,City,price,bedroom,bathroom,floor_area
843,"Room for Rent (for ladies) near U.P. Diliman and Teacher's Village, QC",Room,Krus Na Ligas,Quezon City,5500,1,1,12
844,"Room For Rent in Tandang Sora, Quezon City near Trinoma, SM North Edsa",Room,Tandang Sora,Quezon City,5000,1,1,12
845,"Studio Unit Project 7, Quezon City Near Back of Waltermart North Edsa for rent",Apartment,Project 7,Quezon City,5500,1,1,14
846,Mini studio with loft for rent,Apartment,Commonwealth,Quezon City,5000,1,1,14
847,"Room for Rent in Krus na Ligas, Quezon City",Room,Krus Na Ligas,Quezon City,5000,1,1,14
848,"Studio Room For Rent - Project 7, QC Across SM Annex North Edsa",Room,Veterans Village,Quezon City,6000,1,1,14
849,"Studio Room For Rent - Project 7, QC Across SM Annex North Edsa",Room,Veterans Village,Quezon City,6000,1,1,14
850,Lady bedspacer at quezon avenue quezon city,Bedspace,Santa Cruz,Quezon City,2800,1,1,15
851,Room for Rent near Delmonte-Roosevelt-Frisco,Room,Del Monte,Quezon City,6000,1,1,15
852,"One (1) Bed Room Unit in batasan hills, quezon city",Room,Batasan Hills,Quezon City,5000,1,1,15
853,"4,000 - Cozy Studio Type Room for Rent with Own CR and Sink",Room,Batasan Hills,Quezon City,4000,1,1,15
854,"For Rent 17 sq. m. Boarding House near SM Fairview Fairview, Quezon City",House,Novaliches,Quezon City,6000,1,1,15
855,Brand new studio unit in Project 4 walking distance to QMMC HOSP,Apartment,Marilag,Quezon City,10500,1,1,16
856,Studio Type Room for Rent near Roosevelt-Delmonte-Munoz-Frisco-Fishermall,Room,Del Monte,Quezon City,6000,1,1,17
857,Studio-Type Apartment for Rent near FEU-NRMF,Apartment,Fairview,Quezon City,8000,1,1,17
858,Room for Rent for Ladies Only,Room,Amihan,Quezon City,6000,1,1,17
859,frisco quezon city studio type apartment for rent,Apartment,San Antonio,Quezon City,7500,1,1,17
860,"Studio type Room for rent near Frisco, Roosevelt, Munoz",Room,Del Monte,Quezon City,6000,1,1,18
861,Studio Apartment for Lease (perfect for students and professionals),Apartment,Loyola Heights,Quezon City,25000,1,1,18
862,Studio Type Apt unit for rent at 80 Road 13 Residences Bagong PagAsa Quezon City,Apartment,Bagong Pag-Asa,Quezon City,8500,1,1,18
863,"Studio For Rent in Masikap, QC. Near VLuna Kalayaan EastAve PHC EAMC",Apartment,Pinyahan,Quezon City,9500,1,1,18
864,Studio Type Room near Visayas Ave,Room,Culiat,Quezon City,4000,1,1,18
865,"Male Bedspace Condo Sharing Mplace Near Eton Centris, ABSCBN Quezon Ave",Bedspace,Diliman,Quezon City,4500,1,1,18
866,Studio-typed Apartment w/ 1 Room and T&B. in A very accessible subdivision in QC,Apartment,Sauyo,Quezon City,5000,1,1,18
867,Studio Apartment for Rent nr Eastwood and Cubao (O-FCPV-JP-002) in Quezon City,Apartment,Bayanihan,Quezon City,8000,1,1,18
868,"Frisco near Fisher Mall- Studio Unit w/ kitchen, toilet/bath, parking space",Apartment,Mariblo,Quezon City,6500,1,1,19
869,"Studio Type and 1 Bedroom Apartment For Rent in Del Monte, Quezon City",Apartment,Del Monte,Quezon City,8500,1,1,19
870,"Studio Room Congressional/Shorthorn Near LRT, MRT, SM, Trinoma",Room,Congressional Avenue,Quezon City,5500,1,1,20
871,Newly Renovated Studio Apartment in QC,Apartment,Diliman,Quezon City,13000,1,1,20
872,studio 3 room apartment for rent in scout fuentabella Brgy Laging Handa QC,Apartment,Laging Handa,Quezon City,8500,1,1,20
873,studio 4 room apartment for rent in scout fuentabella qc,Apartment,Laging Handa,Quezon City,8500,1,1,20
874,Dormtel for Rent in Quezon City Near Sm North EDSA-Phase 1 Door 4,Dormtel,Bungad,Quezon City,2500,1,1,20
875,"For rent Studio Type Room near Visayas Avenue, Culiat, Quezon City",Room,Culiat,Quezon City,4500,1,1,20
876,"Studio Type Apartment unit for rent in Bagong Pag-asa, Quezon City",Apartment,Bagong Pag-Asa,Quezon City,9000,1,1,20
877,Bedspace room for rent Quezon City Commonwealth QC Ever Cirlce,Bedspace,Commonwealth,Quezon City,1900,1,1,20
878,Furnished Studio for Lease in Prima Residences,Apartment,Tatalon,Quezon City,15000,1,1,20
879,Studio room Quezon City near LRT Roosevelt Edsa Munoz,Room,Congressional Avenue,Quezon City,6000,1,1,20
880,"Room for Rent in Teachers Village, Quezon City",Room,Teachers Village West,Quezon City,8000,1,1,20
881,Ladies Dorm Room For Rent New And Furnished Beside UP Town Center,Room,Pansol,Quezon City,2000,1,1,20
882,Studio Type Room Apartment In Scout Fuentabella,Apartment,Laging Handa,Quezon City,8500,1,1,20
883,"Rent: Fully furnished brand new studio type ,with kitchenette and cr with heater",Apartment,San Bartolome,Quezon City,6000,1,1,20
884,studio 2 room apartment for rent in scout fuentabella Brgy Laging Handa QC,Apartment,Laging Handa,Quezon City,8500,1,1,20
885,"Studio type for Rent @ U.P. Village, For single occupancy...",Apartment,Diliman,Quezon City,12000,1,1,20
886,"Fully furnished Condo Sharing for rent in Batasan Hills, Quezon City",Condo,Batasan Hills,Quezon City,6000,1,1,21
887,"1 Bedroom Studio Type Apartmetn for Rent in Del Monte, Quezon City",Room,Del Monte,Quezon City,9000,1,1,22
888,1 studio-type apartment near visayas ave,Apartment,Culiat,Quezon City,12000,1,1,22
889,Spacious Studio for Rent in Krus na Ligas,Apartment,Krus Na Ligas,Quezon City,8000,1,1,22
890,For Rent: 22 sqm. Studio Type Apartment in Quezon City,Apartment,Quirino 3-A,Quezon City,9000,1,1,22
891,Residenciale Boutique Apartments,Apartment,Central,Quezon City,15000,1,1,23
892,Luxury Student Dormitory in Katipunan near ADMU and UP Diliman,Dormitory,Loyola Heights,Quezon City,7500,1,1,23
893,"For Rent Apartment in Del Monte, Quezon City with 1 Bedroom Studio Type Unit",Apartment,Del Monte,Quezon City,10000,1,1,23
894,"Studio Type Apartment with 1 Bedroom For Rent in Del Monte, Quezon City",Apartment,Del Monte,Quezon City,10000,1,1,23
895,"Apartment with 1 Bedroom Studio Type in Del Monte, Quezon City for Rent",Apartment,Del Monte,Quezon City,10000,1,1,24
896,Studio Condo for Rent near SM Fairview Novaliches Quezon City,Apartment,Kaligayahan,Quezon City,6000,1,1,24
897,"For Rent Apartment in Del Monte, Quezon City with 1 Bedroom Studio Type",Apartment,Del Monte,Quezon City,10000,1,1,24
898,"Aparment in Del Monte, Quezon City for Rent with 1 Bedroom Studio Type",Room,Del Monte,Quezon City,9500,1,1,24
899,Studio Type Apartment for Rent in Novaliches Quezon City,Apartment,San Agustin,Quezon City,4000,1,1,24
900,"For Rent Studio Type Apartment with 1 Bedroom in Del Monte, Quezon City",Apartment,Del Monte,Quezon City,10000,1,1,24
901,"Apartment for Rent with 1 Bedroom Studio Type in Del Monte, Quezon City",Apartment,Del Monte,Quezon City,10000,1,1,24
902,"1 Bedroom Studio Type Apartment in Del Monte, Quezon City for Rent",Apartment,Del Monte,Quezon City,10000,1,1,24
903,"1 Bedroom Apartment unit for Rent in Sacred Heart, Quezon City",Apartment,Sacred Heart,Quezon City,10000,1,1,24
904,Mini Apartment in Cubao,Apartment,Cubao,Quezon City,12000,1,1,24
905,Apartment for Rent at Robbinsdale,Apartment,Doña Imelda,Quezon City,25000,1,1,24
906,Studio Condo for Rent near SM Fairview Novaliches Quezon City,Apartment,Kaligayahan,Quezon City,6000,1,1,24
907,For rent 1 Bedroom Apartment located Between E. rodriguez and Edsa Cubao,Apartment,Pinagkaisahan,Quezon City,11500,1,1,25
908,"Leasing-001: Apartment Rooms for Rent at Quezon City, Metro Manila",Apartment,Batasan Hills,Quezon City,8000,1,1,25
909,Male Bed Space at MPlace Condo Sharing ABS CBN Centris Q.C,Condo,South Triangle,Quezon City,4500,1,1,25
910,Studio Unit near Anonas LRT station For Rent in Quezon City,Apartment,Quirino 2-A,Quezon City,10000,1,1,25
911,Market Place Room for Rent in Cubao,Room,Kaunlaran,Quezon City,4300,1,1,25
912,1 Bedroom Apartment for rent,Apartment,Pinagkaisahan,Quezon City,11500,1,1,25
913,"Apartment in Quezon City Del Monte, For Rent with 1 Bedroom Studio Type",Apartment,Del Monte,Quezon City,10400,1,1,25
914,Studio Type Apartment in Fairmont Park Subdivision,Apartment,Fairview,Quezon City,5000,1,1,25
915,Room for Rent in Teachers Village,Room,Diliman,Quezon City,7300,1,1,25
916,"Spacious Room with CR for Rent in Kamuning, Quezon City, Metro Manila",Room,Kamuning,Quezon City,4500,1,1,25
917,1 Bedroom Loft for Rent in QC,Room,Sikatuna Village,Quezon City,15000,1,1,25
918,1 bedroom apartment for rent in Corumi St Masambong Quezon City,Apartment,Masambong,Quezon City,10000,1,1,25
919,Jrich La Rossa Apartment For Rent in Quezon City,Apartment,Diliman,Quezon City,25000,1,1,25
920,"Apartment Studio Type with 1 Bedroom for Rent in Del Monte, Quezon City",Apartment,Del Monte,Quezon City,10400,1,1,26
921,"1 Bedroom Apartment at 15 Albany Cubao, Quezon City",Apartment,Silangan,Quezon City,9700,1,1,27
922,Cubao 1 Bedroom Apartment For Rent,Apartment,Cubao,Quezon City,17000,1,1,27
923,For Rent Studio unit in Pine Crest Aurora Boulevard corner Balete Drive,Apartment,Horseshoe,Quezon City,15000,1,1,28
924,1 Queen sized-bed w/ walk in closet and bathroom,Room,Laging Handa,Quezon City,30000,1,1,28
925,Apartment for Rent in Sta. Mesa Heights,Apartment,N.S. Amoranto,Quezon City,11000,1,1,28
926,"Studio for Rent: Masikap Quezon City near V. Luna East Ave., Kalayaan PHC EAMC",Apartment,Pinyahan,Quezon City,11500,1,1,28
927,Studio Type and 1 Bedroom Units for Rent,Room,Don Manuel,Quezon City,10000,1,1,30
928,"2 BR Apartment in Brgy. Talipapa, QC for rent",Apartment,Talipapa,Quezon City,7000,1,1,30
929,"Studio Apartment for rent at Northview 2, Batasan Hills, Quezon City",Apartment,Batasan Hills,Quezon City,9000,1,1,30
930,Condo Share or Bedspace for Female in Araneta City Cubao near MRT & LRT Stations,Bedspace,Cubao,Quezon City,5000,1,1,30
931,"Solo Room For Rent in Holy Spirit,  Luzon Avenue Quezon City",Room,Holy Spirit,Quezon City,4000,1,1,30
932,Semi-Furnished Studio Type For Rent,Apartment,Culiat,Quezon City,6000,1,1,30
933,"Apartment 1 bedroom, bare for rent in cubao quezon city",Apartment,Cubao,Quezon City,13000,1,1,30
934,apartment for rent 1 bedroom 1 bathroom,Apartment,Damayan,Quezon City,14000,1,1,30
935,Ladies Bedsheet for Rent Mplace Condo 6K,Condo,South Triangle,Quezon City,6000,1,1,30
936,Ladies Bedspace (Aircon) Two Bedspaces Available,Bedspace,West Triangle,Quezon City,2500,1,1,30
937,"Apartment 1 Bedroom unit, Bare for Rent in Cubao, Quezon City",Apartment,Cubao,Quezon City,13000,1,1,30
938,"1 Bedroom Unit w/ available parking space, flood free in proj 8, sangandaan, qc",Room,Sangandaan,Quezon City,10000,1,1,30
939,"Lady Bedspace in Boarding House for Rent, QC",Bedspace,Project 4,Quezon City,4000,1,1,30
940,17.5 sqm Furnished Studio at Northview 2 Q.C - Free Furnishing,Apartment,Batasan Hills,Quezon City,10800,1,1,30
941,1 bedrooom condominium-style room,Room,Socorro,Quezon City,11000,1,1,30
942,For Rent Condo Sharing Mplace at South Triangle Quezon City near ABS CBN,Condo,South Triangle,Quezon City,5000,1,1,30
943,1 Bedroom 30 sqm Apartment For Rent,Apartment,Veterans Village,Quezon City,12000,1,1,30
944,1 Bedroom 30 sqm Apartment For Rent,Apartment,Veterans Village,Quezon City,12000,1,1,30
945,"Studio type Apartment for rent at Sacred Heart, Quezon City",Apartment,Sacred Heart,Quezon City,14000,1,1,31
946,Room for rent in Fairview,Room,Sauyo,Quezon City,4700,1,1,32
947,For Rent Apartment in Apocar Subdivision,Apartment,Novaliches,Quezon City,7000,1,1,32
948,apartment for rent near sm north,Apartment,Alicia,Quezon City,10000,1,1,33
949,Apartment for rent Studio Type,Apartment,Central,Quezon City,12300,1,1,34
950,For Rent: 1-Bedroom Apartment in Quezon City,Apartment,Doña Imelda,Quezon City,8000,1,1,35
951,Apartment Condo for Rent at Cubao Quezon City,Apartment,Immaculate Concepcion,Quezon City,9000,1,1,35
952,Liberty Condo-Style Apartment for Rent Females Only,Apartment,Socorro,Quezon City,18000,1,1,35
953,"For Rent: Project 4, QC. 1Br on 2nd Floor, near QMMC PTuazon C5 Cubao Eastwood House",House,Milagrosa,Quezon City,14500,1,1,36
954,Lady Bedspace Eastwood libis condo sharing,Bedspace,Bagumbayan,Quezon City,3800,1,1,38
955,"For Rent 1 Bedroom Studio Type Apartment in Del Monte, Quezon City",Apartment,Del Monte,Quezon City,12800,1,1,40
956,Apartment Unit for Rent at The Hanseng Place near UERM,Apartment,Doña Imelda,Quezon City,11000,1,1,40
957,"Apartment unit for Rent at 784 Tandang Sora, Old Balara, Quezon City",Apartment,Matandang Balara,Quezon City,5000,1,1,40
958,1 bedroom apartment unit for rent in scout Fuentabella Quezon city,Apartment,Laging Handa,Quezon City,13500,1,1,40
959,"Studio room  in 48 Villa Rebecca Townhomes, Banlat, Quezon City for rent",Room,Tandang Sora,Quezon City,7500,1,1,45
960,"apartment Studio unit for rent in Villa Rebecca Townhomes, Banlat, Quezon City",Apartment,Tandang Sora,Quezon City,7000,1,1,45
961,New Manila-QC Cozy Starter House,House,Mariana,Quezon City,15000,1,1,45
962,"4 Bedspace - P30,000/Month - Residence at Commonwealth by Century",Bedspace,Batasan Hills,Quezon City,30000,1,1,48
963,Rook for Rent 1 Bedroom Apartment at Commonwealth Quezon City,Apartment,Batasan Hills,Quezon City,25000,1,1,49
964,Apartment for rent at Villa Rebecca Townhomes 3,Apartment,Tandang Sora,Quezon City,7500,1,1,50
965,"apartment 1 bedroom, bare for rent in cubao quezon city",Apartment,Cubao,Quezon City,16000,1,1,50
966,"Apartment 1 Bedroom unit, Bare For Rent in Cubao, Quezon City",Apartment,Cubao,Quezon City,16000,1,1,50
967,"Apartment For Rent in Barangay Santol, Quezon City",Apartment,Santol,Quezon City,10000,1,1,50
968,Rooms for overnight stay starts at P 800,Room,Santa Teresita,Quezon City,800,1,1,50
969,Apartment with 1 bedroom for rent,Apartment,Immaculate Concepcion,Quezon City,17000,1,1,54
970,Permanent apartment for rent in QC,Apartment,Obrero,Quezon City,15000,1,1,55
972,"Apartment unit for Rent GSIS Hills, Talipapa, Quirino Highway, Quezon City",Apartment,Novaliches,Quezon City,6500,1,1,60
973,"1 br Residential ,Office, storage, space for lease in odelco novaliches QC",Residential,Novaliches,Quezon City,7000,1,1,60
976,New Manila-Quezon City Bricks Loft for Rent,Loft,New Manila,Quezon City,20000,1,1,75
977,apartment for rent quezon city,Apartment,Ramon Magsaysay,Quezon City,8000,1,1,90
978,"Katipunan Dormitory Rooms for Rent near Ateneo, UP, Miriam",Room,Loyola Heights,Quezon City,4500,1,1,100
979,"Room Rental/Bedspace in Cubao, Quezon City",Bedspace,Cubao,Quezon City,4500,1,1,0
980,Budget Room for Rent for Males and Females in Fairview Quezon City near FEU-NRMF,Room,Fairview,Quezon City,5500,1,1,0
981,Budget Room for Rent for Males and Females in Fairview Quezon City near FEU-NRMF,Room,Fairview,Quezon City,7500,1,1,0
982,Transient at Congressional Town Center,Transient,Bahay Toro,Quezon City,1500,1,1,0
983,Lady Bedspace for Rent in Quezon City,Bedspace,Sikatuna Village,Quezon City,4800,1,1,0
984,"Bedspace for working ladies, Quezon City",Bedspace,Laging Handa,Quezon City,3500,1,1,0
985,"Room near UP Technohub for Rent, Q.C",Room,Commonwealth,Quezon City,4000,1,1,0
986,"Room in 2-Storey Building for Rent, QC",Building,Manresa,Quezon City,8000,1,1,0
987,Rooms for Rent,Room,Teachers Village West,Quezon City,16000,1,1,0
988,"Bedspace For Girls in West Triangle, Quezon City",Bedspace,West Triangle,Quezon City,2500,1,1,0
989,"Studio-type Apartment for rent, Fairview, Quezon City",Apartment,Fairview,Quezon City,5000,1,1,0
990,LADY BEDSPACER. Upper Deck in New York Mansion,Bedspace,E. Rodriguez,Quezon City,2200,1,1,0
991,Bedspace for Ladies in Villa Espana Subdivision,Bedspace,Tatalon,Quezon City,2200,1,1,0
992,"1 Bedroom & 1 T&B for rent at Immaculate Concepcion, Quezon City",Room,Immaculate Concepcion,Quezon City,14000,1,1,0
993,Room for rent in CUBAO,Room,Socorro,Quezon City,6500,1,1,0
994,Budget Room for Rent for Males and Females in Fairview Quezon City near FEU-NRMF,Room,Fairview,Quezon City,6000,1,1,0
995,"Bedspace for Rent in San Francisco del Monte, QC",Bedspace,Del Monte,Quezon City,2750,1,1,0
996,Room for Rent near Eastwood City!,Room,Bagumbayan,Quezon City,10000,1,1,0
997,"Bedspace for rent in Novaliches, Quezon City, Metro Manila",Bedspace,Novaliches,Quezon City,2000,1,1,0
998,Female only Room for Rent V. Luna Pinyahan,Room,Pinyahan,Quezon City,5000,1,1,0
999,"Bedspace in Zamboanga st., West avenue, Quezon City",Bedspace,West Triangle,Quezon City,2500,1,1,0
1000,Primespot Bedspace (For Girls Only !),Bedspace,West Triangle,Quezon City,2500,1,1,0
1001,"Room for Rent at Santo Cristo, Quezon City",Room,Santo Cristo,Quezon City,5000,1,1,0
1002,Room for Rent (Studio Type),Room,Santo Cristo,Quezon City,5000,1,1,0
1003,Bedspace/Room for rent near UP Diliman and Technohub,Bedspace,Diliman,Quezon City,3500,1,1,0
1004,Spacious Studio Type Apartment w/ Garage can put Business in it,Apartment,Nagkaisang Nayon,Quezon City,4500,1,1,0
1005,Apartment for Rent with 1 Bedroom in Manotok Subdivision,Apartment,Baesa,Quezon City,7500,1,1,0
1006,"For Lease: Fully Furnished Male and Female Dormitory in Prima Residences, Quezon City",Dormitory,Tatalon,Quezon City,4000,1,1,0
1008,"Bedspace for Ladies near Anonas Station for Rent, QC",Bedspace,Project 3,Quezon City,2700,1,1,0
1009,"Budget Room For Rent for Solo or Couple, Fairview Quezon City, near FEU-NRMF",Room,Fairview,Quezon City,5500,1,1,0
1010,"Ladies Bedspace for Rent near SM North Edsa and Trinoma, QC",Bedspace,Project 6,Quezon City,2300,1,1,0
1011,Room for Rent (Studio Type),Room,Santo Cristo,Quezon City,5000,1,1,0
1012,"2 Bedroom Apartment for Rent in Luzon Ave., Quezon City Philippines",Apartment,Veterans Village,Quezon City,7000,2,1,30
1013,"For Rent Apartment @ St. Dominic 5, Tandang Sora, Quezon City",Apartment,Tandang Sora,Quezon City,18000,2,1,35
1014,"2 Bedroom w/ parking in Sofia Bellevue, 5th flr near UP Diliman, Quezon for rent",Room,Capitol Hills,Quezon City,20000,2,1,36
1015,"Apartment for rent in Lazaro Subd. Damong Maliit Novaliches, Quezon City",Apartment,Nagkaisang Nayon,Quezon City,5000,2,1,40
1016,"Apartment in Cubao, Quezon City for Rent",Apartment,E. Rodriguez,Quezon City,12000,2,1,40
1017,2 Bedrooms with Parking For Rent at North Fairview Park Subd.,Room,Fairview,Quezon City,15000,2,1,40
1018,"Bed spacers room, near Quirino Memorial Hospital and Colleges in QC",Room,Project 4,Quezon City,6000,2,1,40
1019,"2-Story, 2 Bedroom Apartment for Rent",Apartment,Apolonio Samson,Quezon City,15000,2,1,40
1020,"2-Story, 2 Bedroom Apartment for Rent",Apartment,Apolonio Samson,Quezon City,15000,2,1,40
1021,Apartment Studio Type for Rent near Fishermall-Munoz-Frisco,Apartment,Del Monte,Quezon City,15000,2,1,45
1022,Apartment for Rent 2 Bedroom 45sqm - 9K,Apartment,Pasong Tamo,Quezon City,9000,2,1,45
1023,2BR 1TB Apartment walking distance to SM North,Apartment,Bagong Pag-Asa,Quezon City,14000,2,1,46
1024,2 Bedroom 1 T&B Sta. Lucia QC,Room,Santa Lucia,Quezon City,12000,2,1,50
1025,2BR Apartment for Rent Brand New Condo Style Unit in Fairmont Regalado Highway,Apartment,Fairview,Quezon City,12000,2,1,50
1026,For Lease : 1 Bedroom Condo Sharing The Amaryllis New Manila Quezon City,Room,New Manila,Quezon City,12000,2,1,58
1027,"Unfurnished 2 Bedrooms Apartment at Ubay St., Quezon City",Apartment,Sienna,Quezon City,18000,2,1,60
1028,"2 Bedroom Apartment for rent at Pasong Tamo, Quezon City, Metro Manila",Apartment,Pasong Tamo,Quezon City,12000,2,1,60
1029,2-bedroom apartment for rent in proj.7 Quezon City,Apartment,Project 7,Quezon City,15000,2,1,60
1030,2 Bedroom Apartment with Loft for rent,Apartment,Valencia,Quezon City,21000,2,1,70
1031,"For Rent: 2 Bedroom Apartment for Rent at Tandang Sora Avenue, Quezon City",Apartment,Culiat,Quezon City,15000,2,1,70
1033,Kamias Residential Apartment for rent,Apartment,East Kamias,Quezon City,16005,2,1,80
1034,Apartment with Good Parking Near SM & Robinson and Ayala Terraces Fairview,Apartment,Novaliches,Quezon City,13000,2,1,80
1035,"2 bedroom apartment for rent in 40 - 14th Avenue, Murphy Quezon City",Apartment,Socorro,Quezon City,20000,2,1,100
1036,"2 Bedroom Apartment unit for rent in Cubao, Quezon City",Apartment,Cubao,Quezon City,16900,2,1,0
1037,"2 Bedroom Apartment for Rent  in East Kamias, Quezon City, Metro Manila",Apartment,East Kamias,Quezon City,16000,2,1,0
1038,Bed space/Unit sharing for males,Condo,E. Rodriguez,Quezon City,3500,2,1,0
1039,2 Bedroom Apartment For Rent,Apartment,Holy Spirit,Quezon City,12000,2,1,0
1040,fairview apartment rental,Apartment,Fairview,Quezon City,15000,2,1,0
1041,"Female Bedspace for rent in Cubao, Quezon City, Metro Manila",Bedspace,Cubao,Quezon City,3500,2,1,0
1042,Commonwealth QC BedSpace For Rent,Bedspace,San Vicente,Quezon City,2500,2,1,0
1043,Lady Bedspace in Mapang-Akit 16 Quezon city,Bedspace,Pinyahan,Quezon City,2500,3,1,25
1044,Apartment for rent in Quezon City (with parking space),Apartment,Fairview,Quezon City,18000,3,1,35
1045,"Bedspace for Rent for 2 females in Sikatuna BLISS, Quezon City",Bedspace,U.P.,Quezon City,3500,3,1,60
1046,3 Bedroom Apartment For Rent in Quezon City,Apartment,Socorro,Quezon City,30000,3,1,100
1047,3 bedroom apartment for rent,Apartment,Santo Niño,Quezon City,15000,3,1,120
1048,Bedroom apartment Near Cubao,Apartment,San Roque,Quezon City,6000,3,1,0
1049,Room for rent in a 3 bedroom townhouse,Room,San Antonio,Quezon City,14000,1,2,12
1050,Room for rent in a 3 bedroom townhouse,Room,San Antonio,Quezon City,14000,1,2,12
1051,Room for rent near Anonas LRT-Station FOR LADIES ONLY,Room,Quirino 2-A,Quezon City,7000,1,2,100
1052,Bedspace for Rent in Pook Palaris inside UP Diliman,Bedspace,Diliman,Quezon City,2700,1,2,0
1053,Female Bedspace for rent,Bedspace,Don Manuel,Quezon City,3300,2,2,25
1054,Aircon Room with WIFI for rent to Lady Bedspacers in Novaliches,Bedspace,Nagkaisang Nayon,Quezon City,1500,2,2,35
1055,Very accessible 2 Bedroom Apartment Located inside a private subdivision,Apartment,Pasong Tamo,Quezon City,12000,2,2,45
1056,Apartment for Rent Cubao Quezon City near LRT2 Cubao Stella Maris College,Apartment,E. Rodriguez,Quezon City,20000,2,2,48
1057,JQ Apartment for Rent in Banawe Quezon City,Apartment,Manresa,Quezon City,22000,2,2,50
1058,"rooms for rent in 9 Guijo St., Northview 2, Batasan Hills, Q.C.",Room,Batasan Hills,Quezon City,7000,2,2,50
1059,Room for Rent near UP Diliman and UP Techno Hub,Room,Diliman,Quezon City,2500,2,2,56
1060,For Rent: House Fairview Quezon City in Greater Lagro Subdivision,House,Novaliches,Quezon City,15000,2,2,60
1061,"Male Bedspace for Rent at Diliman, Quezon City",Bedspace,Diliman,Quezon City,3500,2,2,60
1063,2 bedroom apartment for rent in scout fuentabella Brgy Laging Handa QC,Apartment,Laging Handa,Quezon City,18000,2,2,75
1064,New and Fresh 2 Storey Spacious and Secure Apartment - for Home and Office,Apartment,Novaliches,Quezon City,25000,2,2,80
1065,"2BR,1Study/Office Rm, 1ensuite bathroom w/bathtub,1CR, Laundry Room,2Port garage",Room,San Bartolome,Quezon City,25000,2,2,100
1066,"2BR,2Port Gated Garage, 1study/work station,1ensuite bathroom w/tub &heater,1CR",Room,San Bartolome,Quezon City,23000,2,2,100
1067,"2 Storey Apartment For Rent in Cubao, Quezon City",Apartment,Cubao,Quezon City,30000,2,2,120
1068,"For rent apartment 2 Floor, 2 Bedroom & 2 Bathroom in New Manila QC",Apartment,Mariana,Quezon City,22000,2,2,120
1069,"Room for Rent in 3rd flr near IBP Rd. & Litex Rd., QC",Room,Payatas,Quezon City,6000,2,2,120
1070,"Townhouse for Rent at Embassy Terrace Homes near UP, Ateneo and Katipunan",House,Congressional Avenue,Quezon City,27000,2,2,125
1072,"2 Bedroom Apartment in Cubao near Malls, Hospitals & Schools",Apartment,Cubao,Quezon City,25000,2,2,160
1074,2 bedroom apartment with garage in north fairview,Apartment,Fairview,Quezon City,15000,2,2,0
1075,"Female bedspacer for only P2,000 per month!",Bedspace,Santa Cruz,Quezon City,2000,2,2,0
1078,Bedspace for Male & Female,Bedspace,Fairview,Quezon City,3000,3,2,20
1079,3br/2tb apartment 40sqm walking distance to mrt/lrt araneta center cubao station,Apartment,E. Rodriguez,Quezon City,20000,3,2,40
1082,Jq 3 Bedroom Apartment For Rent Near Banawe Quezon City,Apartment,Manresa,Quezon City,30000,3,2,60
1083,Bedspace Condo unit for rent at Suntrust Capitol Plaza,Bedspace,Diliman,Quezon City,3500,3,2,78
1084,"Very accessible 3 Bedroom 2 Toilet/Bath Apartment, inside a private subdivision.",Apartment,Sauyo,Quezon City,12000,3,2,80
1087,Modern 3 Bedroom Apartment for Rent in Quezon city,Apartment,Project 6,Quezon City,30000,3,2,120
1089,"3br/2tb apartment for rent in bgy. Sta. Teresita, Sta. Mesa heights",Apartment,Santa Teresita,Quezon City,30000,3,2,200
1093,"Scout area QC prime location, corner unit, 2 bdrm plus 1 office space, 1 garage",Condo,Sacred Heart,Quezon City,30000,3,2,0
1094,Affordable And Cheap Bedspace For Ladies In Quezon City,Bedspace,Holy Spirit,Quezon City,1600,4,2,40
1096,Primespot Bedspace in 12F The One Executive Bldg.,Bedspace,Santa Cruz,Quezon City,2500,4,2,176
1097,No Deposit Bedspace in Cubao Girls only,Bedspace,E. Rodriguez,Quezon City,2100,1,3,600
1100,"Bedspace for Rent in Brgy. Pinyahan, Quezon City",Bedspace,Pinyahan,Quezon City,2500,3,3,0
1101,Lady Bedspacers For Rent in Quezon City Near UP Technohub,Bedspace,New Era,Quezon City,1850,4,3,10
1103,Male Bedspace in Quezon City,Bedspace,Pinyahan,Quezon City,2800,5,3,65
1105,For Lady Bedspacers - 2 bedrooms with 2 double-deck beds each,Bedspace,Novaliches,Quezon City,2200,2,4,30
1106,Valerie's Lady Bedspace,Bedspace,Pinyahan,Quezon City,2500,3,4,150
1107,"Bed space or room for rent in a beautiful condo, female only in Bagong Pagasa QC",Room,Bagong Pag-Asa,Quezon City,2700,4,4,65
1108,"bed space or room for rent, female only, bagong pagasa, quezon City",Room,Bagong Pag-Asa,Quezon City,2700,4,4,65
1109,Male/Female bedspacer Dormitory room for rent,Bedspace,Fairview,Quezon City,2500,4,4,120
1112,"Room for Rent ladies only in Maginoo St, Teachers Village Quezon City",Room,Pinyahan,Quezon City,7000,4,5,70
1113,New Renovated Studios/ Rooms (Calamba) Near CGH & UBelt,Room,Salvacion,Quezon City,4500,5,5,12
1115,"A Clean, Comfortable,  Bedspace Facility For Ladies Kamuning Tomas Morato Area",Bedspace,Kamuning,Quezon City,2900,5,5,0
1116,Citihub Dormitory is a bedspace dormitory,Bedspace,Apolonio Samson,Quezon City,1900,50,7,40
1117,"Dormitory near Ateneo, UP, CCA-Manila, Miriam, CDep, ISCAHM..Katipunan area",Dormitory,Loyola Heights,Quezon City,9000,22,18,20
